Epoch,MFU,Greedy,TemPo,RoundRobin,Alternation
59,77.66,78.5,78.67,77.63,74.81
60,78.27,79.12,78.72,77.64,74.39
61,78.96,79.45,79.06,77.64,74.43
62,79.58,78.56,78.9,77.67,74.14
63,78.94,78.01,79.16,77.69,74.76
64,79.33,78.32,78.84,77.7,74.33
65,78.49,78.81,78.62,77.7,74.38
66,77.99,79.27,79.12,77.71,74.07
67,77.12,78.43,78.2,77.73,74.68
68,76.89,79.1,78.34,77.74,74.25
69,76.77,78.31,78.94,77.75,74.83
70,76.67,77.85,79.03,77.77,74.36
71,76.54,77.85,78.13,77.78,74.95
72,76.42,78.41,78.26,77.67,74.52
73,76.31,78.88,78.65,77.18,75.11
74,76.21,79.29,79.19,77.26,74.67
75,76.12,78.79,78.13,77.54,74.7
76,76.03,78.57,77.82,77.66,74.4
77,75.95,79.12,77.49,76.58,75.02
78,75.88,78.21,77.18,76.24,74.55
79,75.83,77.6,76.91,76.73,75.15
80,75.78,77.68,76.67,76.87,74.73
81,75.74,78.24,76.47,75.89,75.31
82,75.72,78.73,76.29,75.66,74.87
83,75.67,79.12,76.15,76.26,75.46
84,75.65,78.1,76.01,76.52,74.68
85,75.63,77.42,75.9,75.6,75.22
86,75.62,76.78,75.84,75.4,74.74
87,75.6,76.6,75.78,76.02,75.31
88,75.57,77.34,75.73,76.29,74.86
89,75.53,77.81,75.68,75.42,75.44
90,75.52,78.26,75.66,75.25,75.0
91,75.52,78.69,75.64,75.89,74.61
92,75.5,78.34,75.63,76.16,74.4
93,75.49,77.95,75.61,75.3,75.02
94,75.47,77.58,75.6,75.14,74.38
95,75.46,77.23,75.58,75.78,74.97
96,75.45,76.91,75.56,76.06,74.53
97,75.44,76.63,75.52,75.21,75.12
98,75.45,76.4,75.4,75.06,74.69
99,75.44,76.19,75.22,75.7,75.29
100,75.43,76.04,74.96,76.0,74.83
101,75.43,75.88,74.69,75.15,75.44
102,75.42,75.72,,75.0,74.99
103,75.42,75.51,,75.66,75.03
104,75.43,75.27,,75.95,74.18
105,75.41,75.03,,75.11,74.74
106,75.41,74.94,,74.96,74.32
107,75.4,74.9,,75.63,74.91
108,75.41,74.88,,75.94,74.52
109,75.4,74.84,,75.09,75.15
110,75.4,74.23,,74.95,74.73
111,75.41,74.06,,75.61,75.34
112,,73.82,,75.9,74.59
113,,73.59,,75.06,75.14
114,,73.33,,74.92,74.7
115,,,,75.59,75.21
116,,,,75.91,74.28
117,,,,75.06,74.84
118,,,,74.92,74.41
119,,,,75.57,75.0
120,,,,75.88,74.39
121,,,,75.04,74.97
122,,,,74.91,74.55
123,,,,75.57,74.61
124,,,,75.88,74.35
125,,,,75.05,74.98
126,,,,74.91,74.57
127,,,,75.57,74.24
128,,,,75.88,74.04
129,,,,75.05,74.68
130,,,,74.91,74.31
131,,,,75.58,74.95
132,,,,75.88,74.56
133,,,,75.05,75.2
134,,,,74.92,74.66
135,,,,75.58,75.08
136,,,,75.89,74.16
137,,,,75.06,73.77
138,,,,74.93,
139,,,,75.59,
140,,,,75.91,
141,,,,75.08,
142,,,,74.94,
