Epoch,RoundRobin,Alternation,MFU,Greedy,TemPo
38,56.37728,26.088299999999997,55.36894,28.9446,26.5768
39,24.9773,28.812399999999997,55.51234,28.945700000000002,57.06663
40,25.8142,25.9159,55.78918,28.949800000000003,56.25448
41,24.968000000000004,28.885199999999998,55.72905,28.951999999999998,55.43715
42,25.811100000000003,25.902,55.6817,28.9801,55.06485
43,24.96,28.767899999999997,55.588660000000004,28.9994,54.57041
44,26.626600000000003,41.3519,55.103030000000004,29.398200000000003,54.74433
45,24.953200000000002,28.716299999999997,55.48888,29.399500000000003,55.05389
46,25.815399999999997,25.808300000000003,55.76713,56.65952,55.02423
47,24.951900000000002,28.687399999999997,55.51558,57.15513,54.93424
48,25.793599999999998,50.4443,55.55667,57.4363,55.0951
49,24.9461,28.631700000000002,55.56487,44.944,54.749430000000004
50,25.773899999999998,52.8347,55.55275,44.984,55.05704
51,24.9414,28.622700000000002,55.91815,44.5402,55.37327
52,25.768099999999997,25.710900000000002,55.70881,44.8343,45.6874
53,24.9373,28.592,55.83349,45.1503,45.622299999999996
54,25.7534,25.726999999999997,55.69343,44.828,45.4809
55,24.933999999999997,25.293300000000002,55.796099999999996,45.144,45.474000000000004
56,25.7641,52.8227,55.85776,45.042699999999996,45.6959
57,24.930999999999997,28.714399999999998,55.87779,45.033500000000004,45.6024
58,25.759700000000002,25.7982,56.02093,45.166799999999995,45.7679
59,24.928600000000003,28.691899999999997,55.96421,45.0976,45.4367
60,25.7716,41.281800000000004,55.64309,45.3296,45.668
61,24.926499999999997,28.6415,55.778130000000004,45.321200000000005,45.682
62,26.5556,25.733600000000003,55.67927,45.413399999999996,45.4855
63,24.9249,25.3193,56.07345,45.3315,45.7273
64,55.49206,25.9063,55.88089,45.3142,45.6866
65,24.9277,28.7044,55.747569999999996,45.2204,45.3558
66,26.5749,25.798099999999998,56.00598,45.485600000000005,45.4054
67,24.925600000000003,25.377699999999997,17.985500000000002,45.177499999999995,45.207300000000004
68,25.7549,50.4572,17.986800000000002,45.3167,45.6934
69,24.928400000000003,27.3144,17.838700000000003,44.9842,45.5724
70,41.2949,25.834600000000002,17.684399999999997,45.252300000000005,45.392399999999995
71,24.9264,25.370800000000003,17.543300000000002,45.080799999999996,45.5056
72,37.4024,25.789,17.414,45.2261,
73,24.924599999999998,25.3358,17.295,45.4548,
74,25.7406,25.761200000000002,17.185499999999998,45.0101,
75,24.923499999999997,25.305799999999998,17.084600000000002,45.4294,
76,25.735999999999997,25.725099999999998,16.991500000000002,45.0105,
77,24.9227,25.2804,16.9058,45.0098,
78,25.738599999999998,52.6243,16.826700000000002,45.5112,
79,24.9215,25.258499999999998,12.1432,45.359300000000005,
80,25.764499999999998,25.6695,12.093800000000002,45.3491,
81,24.920699999999997,25.239800000000002,12.038800000000002,45.0312,
82,25.7367,25.65,11.9893,45.2573,
83,24.9202,25.223799999999997,11.944000000000003,45.5406,
84,25.735799999999998,25.6402,,45.2415,
85,24.92,25.21,,45.2678,
86,25.7402,25.65,,45.291399999999996,
87,24.919199999999996,25.198300000000003,,44.918,
88,48.7618,25.6209,,45.288799999999995,
89,24.9187,25.1884,,45.7755,
90,25.7479,52.1192,,45.3956,
91,24.9185,25.1798,,45.321200000000005,
92,25.747799999999998,25.590400000000002,,45.1186,
93,24.9185,25.1725,,45.1916,
94,25.730600000000003,25.5957,,45.4183,
95,24.9182,25.1661,,45.4503,
96,25.7472,25.5792,,45.287,
97,24.918300000000002,25.1607,,45.2344,
98,25.7352,25.5845,,45.2836,
99,24.9185,25.155900000000003,,45.427,
100,40.944,25.570700000000002,,45.3463,
101,24.9182,25.152,,45.5617,
102,41.1947,52.6564,,45.3695,
103,24.9182,25.148600000000002,,45.0917,
104,25.7577,51.0466,,45.4511,
105,24.9189,25.145400000000002,,45.3463,
106,25.7432,25.5756,,45.5232,
107,24.9182,25.143,,45.4594,
108,25.744500000000002,25.5649,,45.290800000000004,
109,24.918100000000003,25.140900000000002,,45.513999999999996,
110,25.758000000000003,25.5507,,,
111,24.918300000000002,25.1389,,,
112,52.874700000000004,25.5606,,,
113,24.918599999999998,25.1372,,,
114,25.7303,25.5462,,,
115,24.918799999999997,25.136499999999998,,,
116,25.7464,25.5544,,,
117,24.9189,25.134500000000003,,,
118,25.7391,25.546999999999997,,,
119,24.9189,25.133499999999998,,,
120,41.1017,25.5548,,,
121,24.918999999999997,25.1325,,,
122,25.750300000000003,51.5629,,,
123,24.9189,25.131700000000002,,,
124,25.745199999999997,41.117999999999995,,,
125,24.9193,25.130899999999997,,,
126,25.775599999999997,52.5226,,,
127,24.919600000000003,25.1304,,,
128,37.044799999999995,52.658699999999996,,,
129,24.9197,25.129800000000003,,,
130,25.730600000000003,51.0289,,,
131,24.9197,25.129199999999997,,,
132,25.729599999999998,25.567500000000003,,,
133,24.9197,25.128300000000003,,,
134,40.2207,25.551000000000002,,,
135,24.919400000000003,25.128500000000003,,,
136,25.7397,43.723600000000005,,,
137,24.919800000000002,25.128,,,
138,32.1706,25.5334,,,
