Epoch,TemPo,MFU,RoundRobin,Alternation,Greedy
117,75.72,75.75,76.51,78.89,75.71
118,75.73,75.74,76.83,78.25,75.7
119,75.7,75.73,77.04,78.81,75.7
120,75.7,75.72,76.2,78.22,75.68
121,75.71,75.73,76.83,78.85,75.68
122,75.7,75.73,77.13,78.26,75.69
123,75.7,75.72,77.28,78.87,75.68
124,75.68,75.71,76.32,78.33,75.68
125,75.68,75.7,77.02,78.28,75.66
126,75.68,75.7,77.29,77.76,75.65
127,75.68,75.7,77.47,78.42,75.66
128,75.68,75.71,76.81,77.91,75.65
129,75.68,75.69,76.24,78.62,75.66
130,75.68,75.67,76.77,78.13,75.65
131,75.69,75.67,77.02,78.87,75.66
132,75.68,75.67,76.24,78.42,75.65
133,75.68,75.69,76.7,79.16,75.66
134,75.68,75.69,76.95,78.16,75.66
135,75.67,75.7,77.19,78.07,75.66
136,75.67,75.68,76.23,77.08,75.65
137,75.66,75.68,75.99,77.17,75.65
138,75.67,75.68,76.56,76.07,75.65
139,75.68,75.67,76.79,75.5,75.65
140,75.66,75.67,76.8,74.63,75.59
141,75.61,75.64,76.64,74.16,75.5
142,,75.59,76.98,73.4,75.36
143,,,77.21,73.03,
144,,,76.31,72.42,
145,,,76.03,72.18,
146,,,76.59,71.64,
147,,,76.82,71.46,
148,,,77.02,70.97,
149,,,76.69,70.84,
150,,,77.03,70.4,
151,,,77.25,70.31,
152,,,77.41,69.91,
153,,,76.45,69.85,
154,,,77.11,69.48,
155,,,77.44,69.46,
156,,,76.63,69.12,
157,,,76.18,69.11,
158,,,76.67,68.8,
159,,,77.06,68.82,
160,,,77.25,68.53,
161,,,76.3,68.57,
162,,,76.97,68.29,
163,,,77.31,,
164,,,76.51,,
165,,,76.59,,
166,,,76.95,,
167,,,77.16,,
168,,,76.31,,
169,,,76.0,,
170,,,76.57,,
171,,,76.81,,
172,,,76.3,,
173,,,76.66,,
174,,,76.99,,
175,,,77.19,,
176,,,76.24,,
177,,,76.8,,
178,,,76.98,,
